video_id,signer_id,fps,resolution,gloss,num_frames,length_seconds
007931,011,25.0,1080,Mùa thu,56,2.24
008864,012,25.0,1080,Mùa thu,73,2.92
008865,012,25.0,1080,Mùa thu,68,2.72
010539,014,25.0,1080,Mùa thu,50,2.0
010540,014,25.0,1080,Mùa thu,61,2.44
010541,014,25.0,1080,Mùa thu,48,1.92
010542,014,25.0,1080,Mùa thu,55,2.2
011623,015,25.0,1080,Mùa thu,70,2.8
011624,015,25.0,1080,Mùa thu,72,2.88
011625,015,25.0,1080,Mùa thu,58,2.32
011626,015,25.0,1080,Mùa thu,59,2.36
012621,016,25.0,1080,Mùa thu,70,2.8
012622,016,25.0,1080,Mùa thu,71,2.84
013470,018,25.0,1080,Mùa thu,51,2.04
013471,018,25.0,1080,Mùa thu,49,1.96
014297,019,25.0,1080,Mùa thu,60,2.4
014298,019,25.0,1080,Mùa thu,55,2.2
016114,021,25.0,1080,Mùa thu,60,2.4
016115,021,25.0,1080,Mùa thu,71,2.84
016990,022,25.0,1080,Mùa thu,62,2.48
016991,022,25.0,1080,Mùa thu,64,2.56
017854,023,25.0,1080,Mùa thu,76,3.04
017855,023,25.0,1080,Mùa thu,61,2.44
019592,025,25.0,1080,Mùa thu,54,2.16
019593,025,25.0,1080,Mùa thu,57,2.28
019773,026,25.0,1080,Mùa thu,74,2.96
019774,026,25.0,1080,Mùa thu,73,2.92
019775,026,25.0,1080,Mùa thu,60,2.4
019776,026,25.0,1080,Mùa thu,51,2.04
021557,025,25.0,1080,Mùa thu,61,2.44
021657,025,25.0,1080,Mùa thu,64,2.56
022441,026,25.0,1080,Mùa thu,57,2.28
022541,026,25.0,1080,Mùa thu,66,2.64
024125,028,25.0,1080,Mùa thu,70,2.8
024225,028,25.0,1080,Mùa thu,69,2.76
000110,001,25.0,1080,Mùa đông,61,2.44
000111,001,25.0,1080,Mùa đông,58,2.32
001816,003,25.0,1080,Mùa đông,61,2.44
001817,003,25.0,1080,Mùa đông,70,2.8
002663,004,25.0,1080,Mùa đông,54,2.16
002664,004,25.0,1080,Mùa đông,54,2.16
002665,004,25.0,1080,Mùa đông,52,2.08
004361,007,25.0,1080,Mùa đông,54,2.16
004362,007,25.0,1080,Mùa đông,59,2.36
005181,008,25.0,1080,Mùa đông,60,2.4
005182,008,25.0,1080,Mùa đông,55,2.2
008866,012,25.0,1080,Mùa đông,57,2.28
008867,012,25.0,1080,Mùa đông,48,1.92
010543,014,25.0,1080,Mùa đông,58,2.32
010544,014,25.0,1080,Mùa đông,62,2.48
010545,014,25.0,1080,Mùa đông,48,1.92
010546,014,25.0,1080,Mùa đông,40,1.6
011627,015,25.0,1080,Mùa đông,60,2.4
011628,015,25.0,1080,Mùa đông,59,2.36
011629,015,25.0,1080,Mùa đông,55,2.2
011630,015,25.0,1080,Mùa đông,53,2.12
013472,018,25.0,1080,Mùa đông,56,2.24
013473,018,25.0,1080,Mùa đông,52,2.08
015136,020,25.0,1080,Mùa đông,55,2.2
015137,020,25.0,1080,Mùa đông,58,2.32
015138,020,25.0,1080,Mùa đông,53,2.12
015139,020,25.0,1080,Mùa đông,46,1.84
016116,021,25.0,1080,Mùa đông,55,2.2
016117,021,25.0,1080,Mùa đông,62,2.48
016992,022,25.0,1080,Mùa đông,50,2.0
016993,022,25.0,1080,Mùa đông,61,2.44
017856,023,25.0,1080,Mùa đông,62,2.48
017857,023,25.0,1080,Mùa đông,52,2.08
018729,024,25.0,1080,Mùa đông,65,2.6
018730,024,25.0,1080,Mùa đông,58,2.32
018731,024,25.0,1080,Mùa đông,45,1.8
019594,025,25.0,1080,Mùa đông,55,2.2
019595,025,25.0,1080,Mùa đông,55,2.2
019777,026,25.0,1080,Mùa đông,72,2.88
019778,026,25.0,1080,Mùa đông,73,2.92
019779,026,25.0,1080,Mùa đông,60,2.4
019780,026,25.0,1080,Mùa đông,51,2.04
020674,024,25.0,1080,Mùa đông,63,2.52
020774,024,25.0,1080,Mùa đông,58,2.32
021558,025,25.0,1080,Mùa đông,58,2.32
021658,025,25.0,1080,Mùa đông,62,2.48
022442,026,25.0,1080,Mùa đông,60,2.4
022542,026,25.0,1080,Mùa đông,53,2.12
023326,027,25.0,1080,Mùa đông,60,2.4
023426,027,25.0,1080,Mùa đông,53,2.12
024126,028,25.0,1080,Mùa đông,58,2.32
024226,028,25.0,1080,Mùa đông,52,2.08
000112,001,25.0,1080,Mùa mưa,75,3.0
000113,001,25.0,1080,Mùa mưa,71,2.84
000970,002,25.0,1080,Mùa mưa,65,2.6
000971,002,25.0,1080,Mùa mưa,65,2.6
001818,003,25.0,1080,Mùa mưa,87,3.48
002666,004,25.0,1080,Mùa mưa,76,3.04
002667,004,25.0,1080,Mùa mưa,80,3.2
005183,008,25.0,1080,Mùa mưa,90,3.6
005184,008,25.0,1080,Mùa mưa,87,3.48
007041,010,25.0,1080,Mùa mưa,87,3.48
007042,010,25.0,1080,Mùa mưa,91,3.64
008868,012,25.0,1080,Mùa mưa,71,2.84
008869,012,25.0,1080,Mùa mưa,67,2.68
009702,013,25.0,1080,Mùa mưa,80,3.2
009703,013,25.0,1080,Mùa mưa,76,3.04
011631,015,25.0,1080,Mùa mưa,83,3.32
011632,015,25.0,1080,Mùa mưa,85,3.4
013474,018,25.0,1080,Mùa mưa,68,2.72
013475,018,25.0,1080,Mùa mưa,74,2.96
013476,018,25.0,1080,Mùa mưa,70,2.8
014301,019,25.0,1080,Mùa mưa,82,3.28
014302,019,25.0,1080,Mùa mưa,80,3.2
016118,021,25.0,1080,Mùa mưa,81,3.24
016119,021,25.0,1080,Mùa mưa,83,3.32
016994,022,25.0,1080,Mùa mưa,70,2.8
016995,022,25.0,1080,Mùa mưa,70,2.8
017858,023,25.0,1080,Mùa mưa,90,3.6
017859,023,25.0,1080,Mùa mưa,90,3.6
018732,024,25.0,1080,Mùa mưa,75,3.0
018733,024,25.0,1080,Mùa mưa,65,2.6
019781,026,25.0,1080,Mùa mưa,91,3.64
019782,026,25.0,1080,Mùa mưa,91,3.64
020675,024,25.0,1080,Mùa mưa,83,3.32
020775,024,25.0,1080,Mùa mưa,73,2.92
022443,026,25.0,1080,Mùa mưa,74,2.96
022543,026,25.0,1080,Mùa mưa,75,3.0
023327,027,25.0,1080,Mùa mưa,90,3.6
023427,027,25.0,1080,Mùa mưa,73,2.92
024127,028,25.0,1080,Mùa mưa,71,2.84
024227,028,25.0,1080,Mùa mưa,77,3.08
000114,001,25.0,1080,Mùa khô,80,3.2
000115,001,25.0,1080,Mùa khô,79,3.16
000116,001,25.0,1080,Mùa khô,75,3.0
001819,003,25.0,1080,Mùa khô,76,3.04
001820,003,25.0,1080,Mùa khô,82,3.28
002668,004,25.0,1080,Mùa khô,78,3.12
002669,004,25.0,1080,Mùa khô,84,3.36
003523,006,25.0,1080,Mùa khô,87,3.48
003524,006,25.0,1080,Mùa khô,83,3.32
003525,006,25.0,1080,Mùa khô,78,3.12
003526,006,25.0,1080,Mùa khô,77,3.08
004365,007,25.0,1080,Mùa khô,81,3.24
004366,007,25.0,1080,Mùa khô,69,2.76
005185,008,25.0,1080,Mùa khô,95,3.8
005186,008,25.0,1080,Mùa khô,102,4.08
007043,010,25.0,1080,Mùa khô,87,3.48
007044,010,25.0,1080,Mùa khô,88,3.52
007939,011,25.0,1080,Mùa khô,71,2.84
008870,012,25.0,1080,Mùa khô,81,3.24
010549,014,25.0,1080,Mùa khô,108,4.32
010550,014,25.0,1080,Mùa khô,82,3.28
012628,016,25.0,1080,Mùa khô,97,3.88
012629,016,25.0,1080,Mùa khô,79,3.16
014303,019,25.0,1080,Mùa khô,88,3.52
014304,019,25.0,1080,Mùa khô,87,3.48
015142,020,25.0,1080,Mùa khô,83,3.32
015143,020,25.0,1080,Mùa khô,75,3.0
015144,020,25.0,1080,Mùa khô,85,3.4
016120,021,25.0,1080,Mùa khô,74,2.96
016121,021,25.0,1080,Mùa khô,84,3.36
016122,021,25.0,1080,Mùa khô,82,3.28
017860,023,25.0,1080,Mùa khô,95,3.8
017861,023,25.0,1080,Mùa khô,88,3.52
018734,024,25.0,1080,Mùa khô,83,3.32
018735,024,25.0,1080,Mùa khô,73,2.92
019598,025,25.0,1080,Mùa khô,80,3.2
019599,025,25.0,1080,Mùa khô,79,3.16
019783,026,25.0,1080,Mùa khô,87,3.48
019784,026,25.0,1080,Mùa khô,90,3.6
019785,026,25.0,1080,Mùa khô,97,3.88
020676,024,25.0,1080,Mùa khô,99,3.96
020776,024,25.0,1080,Mùa khô,73,2.92
021560,025,25.0,1080,Mùa khô,85,3.4
021660,025,25.0,1080,Mùa khô,73,2.92
022444,026,25.0,1080,Mùa khô,88,3.52
022544,026,25.0,1080,Mùa khô,93,3.72
000117,001,25.0,1080,Nắng,60,2.4
000118,001,25.0,1080,Nắng,58,2.32
000119,001,25.0,1080,Nắng,63,2.52
000120,001,25.0,1080,Nắng,57,2.28
003527,006,25.0,1080,Nắng,59,2.36
003528,006,25.0,1080,Nắng,53,2.12
005187,008,25.0,1080,Nắng,59,2.36
005188,008,25.0,1080,Nắng,57,2.28
006142,009,25.0,1080,Nắng,79,3.16
006143,009,25.0,1080,Nắng,65,2.6
007045,010,25.0,1080,Nắng,65,2.6
007046,010,25.0,1080,Nắng,74,2.96
008871,012,25.0,1080,Nắng,58,2.32
008872,012,25.0,1080,Nắng,53,2.12
008873,012,25.0,1080,Nắng,60,2.4
009707,013,25.0,1080,Nắng,62,2.48
009708,013,25.0,1080,Nắng,70,2.8
010551,014,25.0,1080,Nắng,65,2.6
010552,014,25.0,1080,Nắng,68,2.72
010553,014,25.0,1080,Nắng,58,2.32
010554,014,25.0,1080,Nắng,54,2.16
011635,015,25.0,1080,Nắng,65,2.6
011636,015,25.0,1080,Nắng,60,2.4
011637,015,25.0,1080,Nắng,58,2.32
011638,015,25.0,1080,Nắng,53,2.12
012630,016,25.0,1080,Nắng,56,2.24
012631,016,25.0,1080,Nắng,52,2.08
012632,016,25.0,1080,Nắng,53,2.12
012633,016,25.0,1080,Nắng,50,2.0
014305,019,25.0,1080,Nắng,56,2.24
014306,019,25.0,1080,Nắng,53,2.12
015145,020,25.0,1080,Nắng,65,2.6
015146,020,25.0,1080,Nắng,65,2.6
015147,020,25.0,1080,Nắng,54,2.16
015148,020,25.0,1080,Nắng,52,2.08
016123,021,25.0,1080,Nắng,66,2.64
016124,021,25.0,1080,Nắng,60,2.4
016125,021,25.0,1080,Nắng,60,2.4
016126,021,25.0,1080,Nắng,61,2.44
016998,022,25.0,1080,Nắng,58,2.32
016999,022,25.0,1080,Nắng,53,2.12
017000,022,25.0,1080,Nắng,55,2.2
018736,024,25.0,1080,Nắng,49,1.96
018737,024,25.0,1080,Nắng,50,2.0
019600,025,25.0,1080,Nắng,48,1.92
019601,025,25.0,1080,Nắng,49,1.96
019786,026,25.0,1080,Nắng,62,2.48
019787,026,25.0,1080,Nắng,60,2.4
019788,026,25.0,1080,Nắng,49,1.96
019789,026,25.0,1080,Nắng,60,2.4
020677,024,25.0,1080,Nắng,57,2.28
020777,024,25.0,1080,Nắng,45,1.8
021430,024,25.0,1080,Nắng,58,2.32
021472,024,25.0,1080,Nắng,50,2.0
021561,025,25.0,1080,Nắng,70,2.8
021661,025,25.0,1080,Nắng,83,3.32
022314,025,25.0,1080,Nắng,71,2.84
022356,025,25.0,1080,Nắng,66,2.64
022445,026,25.0,1080,Nắng,57,2.28
022545,026,25.0,1080,Nắng,53,2.12
023198,026,25.0,1080,Nắng,54,2.16
023240,026,25.0,1080,Nắng,57,2.28
023329,027,25.0,1080,Nắng,51,2.04
023429,027,25.0,1080,Nắng,52,2.08
002672,004,25.0,1080,Mưa,60,2.4
002673,004,25.0,1080,Mưa,51,2.04
003529,006,25.0,1080,Mưa,60,2.4
003530,006,25.0,1080,Mưa,58,2.32
006144,009,25.0,1080,Mưa,80,3.2
006145,009,25.0,1080,Mưa,68,2.72
007047,010,25.0,1080,Mưa,60,2.4
007048,010,25.0,1080,Mưa,60,2.4
007945,011,25.0,1080,Mưa,57,2.28
007946,011,25.0,1080,Mưa,62,2.48
008874,012,25.0,1080,Mưa,62,2.48
008875,012,25.0,1080,Mưa,56,2.24
009709,013,25.0,1080,Mưa,64,2.56
009710,013,25.0,1080,Mưa,65,2.6
011639,015,25.0,1080,Mưa,60,2.4
011640,015,25.0,1080,Mưa,66,2.64
012634,016,25.0,1080,Mưa,60,2.4
012635,016,25.0,1080,Mưa,60,2.4
014307,019,25.0,1080,Mưa,65,2.6
014308,019,25.0,1080,Mưa,57,2.28
016127,021,25.0,1080,Mưa,65,2.6
016128,021,25.0,1080,Mưa,65,2.6
017001,022,25.0,1080,Mưa,56,2.24
017002,022,25.0,1080,Mưa,59,2.36
017864,023,25.0,1080,Mưa,65,2.6
017865,023,25.0,1080,Mưa,58,2.32
018738,024,25.0,1080,Mưa,60,2.4
018739,024,25.0,1080,Mưa,60,2.4
019602,025,25.0,1080,Mưa,59,2.36
019603,025,25.0,1080,Mưa,54,2.16
019790,026,25.0,1080,Mưa,75,3.0
019791,026,25.0,1080,Mưa,69,2.76
020678,024,25.0,1080,Mưa,68,2.72
020778,024,25.0,1080,Mưa,62,2.48
021562,025,25.0,1080,Mưa,65,2.6
021662,025,25.0,1080,Mưa,67,2.68
022446,026,25.0,1080,Mưa,61,2.44
022546,026,25.0,1080,Mưa,58,2.32
023330,027,25.0,1080,Mưa,64,2.56
023430,027,25.0,1080,Mưa,63,2.52
024130,028,25.0,1080,Mưa,60,2.4
024230,028,25.0,1080,Mưa,69,2.76
000983,002,25.0,1080,Gió,58,2.32
000984,002,25.0,1080,Gió,57,2.28
001826,003,25.0,1080,Gió,89,3.56
001827,003,25.0,1080,Gió,65,2.6
001828,003,25.0,1080,Gió,63,2.52
002674,004,25.0,1080,Gió,60,2.4
002675,004,25.0,1080,Gió,60,2.4
004372,007,25.0,1080,Gió,65,2.6
004373,007,25.0,1080,Gió,64,2.56
005191,008,25.0,1080,Gió,70,2.8
005192,008,25.0,1080,Gió,65,2.6
007049,010,25.0,1080,Gió,67,2.68
007050,010,25.0,1080,Gió,70,2.8
007947,011,25.0,1080,Gió,62,2.48
007948,011,25.0,1080,Gió,74,2.96
007949,011,25.0,1080,Gió,68,2.72
007950,011,25.0,1080,Gió,57,2.28
007951,011,25.0,1080,Gió,56,2.24
008876,012,25.0,1080,Gió,69,2.76
008877,012,25.0,1080,Gió,67,2.68
009711,013,25.0,1080,Gió,70,2.8
009712,013,25.0,1080,Gió,77,3.08
010557,014,25.0,1080,Gió,65,2.6
010558,014,25.0,1080,Gió,71,2.84
010559,014,25.0,1080,Gió,46,1.84
010560,014,25.0,1080,Gió,52,2.08
011641,015,25.0,1080,Gió,72,2.88
011642,015,25.0,1080,Gió,67,2.68
011643,015,25.0,1080,Gió,57,2.28
011644,015,25.0,1080,Gió,51,2.04
012636,016,25.0,1080,Gió,66,2.64
012637,016,25.0,1080,Gió,60,2.4
013484,018,25.0,1080,Gió,60,2.4
013485,018,25.0,1080,Gió,55,2.2
014309,019,25.0,1080,Gió,71,2.84
014310,019,25.0,1080,Gió,62,2.48
016129,021,25.0,1080,Gió,71,2.84
016130,021,25.0,1080,Gió,70,2.8
017003,022,25.0,1080,Gió,45,1.8
017004,022,25.0,1080,Gió,75,3.0
017866,023,25.0,1080,Gió,60,2.4
017867,023,25.0,1080,Gió,69,2.76
018740,024,25.0,1080,Gió,71,2.84
018741,024,25.0,1080,Gió,49,1.96
020679,024,25.0,1080,Gió,71,2.84
020779,024,25.0,1080,Gió,58,2.32
000125,001,25.0,1080,Thứ hai,57,2.28
000126,001,25.0,1080,Thứ hai,57,2.28
000985,002,25.0,1080,Thứ hai,56,2.24
000986,002,25.0,1080,Thứ hai,51,2.04
001829,003,25.0,1080,Thứ hai,60,2.4
001830,003,25.0,1080,Thứ hai,52,2.08
003533,006,25.0,1080,Thứ hai,64,2.56
003534,006,25.0,1080,Thứ hai,57,2.28
004374,007,25.0,1080,Thứ hai,54,2.16
004375,007,25.0,1080,Thứ hai,53,2.12
007051,010,25.0,1080,Thứ hai,65,2.6
007052,010,25.0,1080,Thứ hai,60,2.4
007952,011,25.0,1080,Thứ hai,44,1.76
007953,011,25.0,1080,Thứ hai,54,2.16
008878,012,25.0,1080,Thứ hai,57,2.28
008879,012,25.0,1080,Thứ hai,55,2.2
011645,015,25.0,1080,Thứ hai,55,2.2
011646,015,25.0,1080,Thứ hai,56,2.24
012638,016,25.0,1080,Thứ hai,70,2.8
012639,016,25.0,1080,Thứ hai,56,2.24
014311,019,25.0,1080,Thứ hai,61,2.44
014312,019,25.0,1080,Thứ hai,53,2.12
014313,019,25.0,1080,Thứ hai,50,2.0
015155,020,25.0,1080,Thứ hai,55,2.2
015156,020,25.0,1080,Thứ hai,55,2.2
015157,020,25.0,1080,Thứ hai,55,2.2
016131,021,25.0,1080,Thứ hai,57,2.28
016132,021,25.0,1080,Thứ hai,53,2.12
016133,021,25.0,1080,Thứ hai,59,2.36
016134,021,25.0,1080,Thứ hai,55,2.2
016135,021,25.0,1080,Thứ hai,52,2.08
017868,023,25.0,1080,Thứ hai,63,2.52
017869,023,25.0,1080,Thứ hai,63,2.52
017870,023,25.0,1080,Thứ hai,58,2.32
018742,024,25.0,1080,Thứ hai,51,2.04
018743,024,25.0,1080,Thứ hai,48,1.92
019606,025,25.0,1080,Thứ hai,49,1.96
019607,025,25.0,1080,Thứ hai,51,2.04
019796,026,25.0,1080,Thứ hai,68,2.72
019797,026,25.0,1080,Thứ hai,72,2.88
020680,024,25.0,1080,Thứ hai,65,2.6
020780,024,25.0,1080,Thứ hai,43,1.72
021564,025,25.0,1080,Thứ hai,53,2.12
021664,025,25.0,1080,Thứ hai,77,3.08
022448,026,25.0,1080,Thứ hai,55,2.2
022548,026,25.0,1080,Thứ hai,51,2.04
024132,028,25.0,1080,Thứ hai,61,2.44
024232,028,25.0,1080,Thứ hai,70,2.8
000987,002,25.0,1080,Thứ ba,55,2.2
000988,002,25.0,1080,Thứ ba,57,2.28
001831,003,25.0,1080,Thứ ba,54,2.16
001832,003,25.0,1080,Thứ ba,67,2.68
001833,003,25.0,1080,Thứ ba,49,1.96
002678,004,25.0,1080,Thứ ba,65,2.6
002679,004,25.0,1080,Thứ ba,60,2.4
003535,006,25.0,1080,Thứ ba,65,2.6
003536,006,25.0,1080,Thứ ba,60,2.4
004376,007,25.0,1080,Thứ ba,59,2.36
004377,007,25.0,1080,Thứ ba,50,2.0
007053,010,25.0,1080,Thứ ba,67,2.68
007054,010,25.0,1080,Thứ ba,54,2.16
007954,011,25.0,1080,Thứ ba,52,2.08
007955,011,25.0,1080,Thứ ba,59,2.36
008880,012,25.0,1080,Thứ ba,55,2.2
008881,012,25.0,1080,Thứ ba,52,2.08
008882,012,25.0,1080,Thứ ba,55,2.2
009715,013,25.0,1080,Thứ ba,55,2.2
009716,013,25.0,1080,Thứ ba,56,2.24
010563,014,25.0,1080,Thứ ba,50,2.0
010564,014,25.0,1080,Thứ ba,80,3.2
011647,015,25.0,1080,Thứ ba,58,2.32
011648,015,25.0,1080,Thứ ba,61,2.44
012640,016,25.0,1080,Thứ ba,65,2.6
012641,016,25.0,1080,Thứ ba,64,2.56
017007,022,25.0,1080,Thứ ba,55,2.2
017008,022,25.0,1080,Thứ ba,58,2.32
017871,023,25.0,1080,Thứ ba,69,2.76
017872,023,25.0,1080,Thứ ba,58,2.32
017873,023,25.0,1080,Thứ ba,66,2.64
018744,024,25.0,1080,Thứ ba,53,2.12
018745,024,25.0,1080,Thứ ba,45,1.8
019608,025,25.0,1080,Thứ ba,50,2.0
019609,025,25.0,1080,Thứ ba,51,2.04
019798,026,25.0,1080,Thứ ba,62,2.48
019799,026,25.0,1080,Thứ ba,65,2.6
020681,024,25.0,1080,Thứ ba,63,2.52
020781,024,25.0,1080,Thứ ba,55,2.2
021565,025,25.0,1080,Thứ ba,56,2.24
021665,025,25.0,1080,Thứ ba,51,2.04
022449,026,25.0,1080,Thứ ba,62,2.48
022549,026,25.0,1080,Thứ ba,55,2.2
023333,027,25.0,1080,Thứ ba,59,2.36
023433,027,25.0,1080,Thứ ba,48,1.92
000129,001,25.0,1080,Thứ tư,61,2.44
000130,001,25.0,1080,Thứ tư,60,2.4
001834,003,25.0,1080,Thứ tư,54,2.16
001835,003,25.0,1080,Thứ tư,58,2.32
001836,003,25.0,1080,Thứ tư,48,1.92
002680,004,25.0,1080,Thứ tư,53,2.12
002681,004,25.0,1080,Thứ tư,65,2.6
002682,004,25.0,1080,Thứ tư,59,2.36
003537,006,25.0,1080,Thứ tư,60,2.4
003538,006,25.0,1080,Thứ tư,55,2.2
004378,007,25.0,1080,Thứ tư,63,2.52
004379,007,25.0,1080,Thứ tư,54,2.16
006152,009,25.0,1080,Thứ tư,85,3.4
006153,009,25.0,1080,Thứ tư,68,2.72
007055,010,25.0,1080,Thứ tư,62,2.48
007056,010,25.0,1080,Thứ tư,64,2.56
007956,011,25.0,1080,Thứ tư,56,2.24
007957,011,25.0,1080,Thứ tư,55,2.2
008883,012,25.0,1080,Thứ tư,57,2.28
009717,013,25.0,1080,Thứ tư,56,2.24
009718,013,25.0,1080,Thứ tư,58,2.32
010565,014,25.0,1080,Thứ tư,63,2.52
010566,014,25.0,1080,Thứ tư,57,2.28
014316,019,25.0,1080,Thứ tư,51,2.04
014317,019,25.0,1080,Thứ tư,51,2.04
015161,020,25.0,1080,Thứ tư,57,2.28
015162,020,25.0,1080,Thứ tư,53,2.12
015163,020,25.0,1080,Thứ tư,62,2.48
015164,020,25.0,1080,Thứ tư,56,2.24
016139,021,25.0,1080,Thứ tư,46,1.84
016140,021,25.0,1080,Thứ tư,50,2.0
016141,021,25.0,1080,Thứ tư,58,2.32
016142,021,25.0,1080,Thứ tư,62,2.48
017874,023,25.0,1080,Thứ tư,65,2.6
017875,023,25.0,1080,Thứ tư,61,2.44
019610,025,25.0,1080,Thứ tư,55,2.2
019611,025,25.0,1080,Thứ tư,55,2.2
021566,025,25.0,1080,Thứ tư,58,2.32
021666,025,25.0,1080,Thứ tư,55,2.2
023334,027,25.0,1080,Thứ tư,53,2.12
023434,027,25.0,1080,Thứ tư,45,1.8
024134,028,25.0,1080,Thứ tư,62,2.48
024234,028,25.0,1080,Thứ tư,68,2.72
000131,001,25.0,1080,Thứ năm,55,2.2
000132,001,25.0,1080,Thứ năm,60,2.4
001837,003,25.0,1080,Thứ năm,53,2.12
001838,003,25.0,1080,Thứ năm,50,2.0
005199,008,25.0,1080,Thứ năm,68,2.72
005200,008,25.0,1080,Thứ năm,62,2.48
006154,009,25.0,1080,Thứ năm,78,3.12
006155,009,25.0,1080,Thứ năm,68,2.72
007057,010,25.0,1080,Thứ năm,70,2.8
007058,010,25.0,1080,Thứ năm,63,2.52
007958,011,25.0,1080,Thứ năm,55,2.2
007959,011,25.0,1080,Thứ năm,55,2.2
008884,012,25.0,1080,Thứ năm,57,2.28
008885,012,25.0,1080,Thứ năm,55,2.2
009719,013,25.0,1080,Thứ năm,58,2.32
009720,013,25.0,1080,Thứ năm,60,2.4
014318,019,25.0,1080,Thứ năm,52,2.08
014319,019,25.0,1080,Thứ năm,52,2.08
015165,020,25.0,1080,Thứ năm,58,2.32
015166,020,25.0,1080,Thứ năm,58,2.32
015167,020,25.0,1080,Thứ năm,52,2.08
016143,021,25.0,1080,Thứ năm,46,1.84
016144,021,25.0,1080,Thứ năm,45,1.8
016145,021,25.0,1080,Thứ năm,57,2.28
017011,022,25.0,1080,Thứ năm,55,2.2
017012,022,25.0,1080,Thứ năm,60,2.4
017876,023,25.0,1080,Thứ năm,61,2.44
017877,023,25.0,1080,Thứ năm,60,2.4
018748,024,25.0,1080,Thứ năm,51,2.04
018749,024,25.0,1080,Thứ năm,44,1.76
019612,025,25.0,1080,Thứ năm,60,2.4
019613,025,25.0,1080,Thứ năm,53,2.12
019802,026,25.0,1080,Thứ năm,57,2.28
019803,026,25.0,1080,Thứ năm,60,2.4
020683,024,25.0,1080,Thứ năm,66,2.64
020783,024,25.0,1080,Thứ năm,53,2.12
021567,025,25.0,1080,Thứ năm,54,2.16
021667,025,25.0,1080,Thứ năm,46,1.84
022451,026,25.0,1080,Thứ năm,68,2.72
022551,026,25.0,1080,Thứ năm,57,2.28
023335,027,25.0,1080,Thứ năm,50,2.0
023435,027,25.0,1080,Thứ năm,50,2.0
024135,028,25.0,1080,Thứ năm,61,2.44
024235,028,25.0,1080,Thứ năm,60,2.4
000133,001,25.0,1080,Thứ sáu,60,2.4
000134,001,25.0,1080,Thứ sáu,60,2.4
000993,002,25.0,1080,Thứ sáu,60,2.4
000994,002,25.0,1080,Thứ sáu,49,1.96
002685,004,25.0,1080,Thứ sáu,62,2.48
002686,004,25.0,1080,Thứ sáu,63,2.52
003541,006,25.0,1080,Thứ sáu,62,2.48
003542,006,25.0,1080,Thứ sáu,54,2.16
004382,007,25.0,1080,Thứ sáu,55,2.2
004383,007,25.0,1080,Thứ sáu,56,2.24
005201,008,25.0,1080,Thứ sáu,65,2.6
005202,008,25.0,1080,Thứ sáu,60,2.4
006156,009,25.0,1080,Thứ sáu,77,3.08
006157,009,25.0,1080,Thứ sáu,67,2.68
007960,011,25.0,1080,Thứ sáu,57,2.28
007961,011,25.0,1080,Thứ sáu,55,2.2
007962,011,25.0,1080,Thứ sáu,61,2.44
007963,011,25.0,1080,Thứ sáu,56,2.24
008886,012,25.0,1080,Thứ sáu,58,2.32
008887,012,25.0,1080,Thứ sáu,56,2.24
009721,013,25.0,1080,Thứ sáu,60,2.4
009722,013,25.0,1080,Thứ sáu,57,2.28
010569,014,25.0,1080,Thứ sáu,60,2.4
010570,014,25.0,1080,Thứ sáu,52,2.08
010571,014,25.0,1080,Thứ sáu,64,2.56
010572,014,25.0,1080,Thứ sáu,53,2.12
010573,014,25.0,1080,Thứ sáu,45,1.8
011653,015,25.0,1080,Thứ sáu,64,2.56
011654,015,25.0,1080,Thứ sáu,70,2.8
011655,015,25.0,1080,Thứ sáu,50,2.0
011656,015,25.0,1080,Thứ sáu,50,2.0
013494,018,25.0,1080,Thứ sáu,50,2.0
013495,018,25.0,1080,Thứ sáu,47,1.88
014320,019,25.0,1080,Thứ sáu,53,2.12
014321,019,25.0,1080,Thứ sáu,50,2.0
017013,022,25.0,1080,Thứ sáu,59,2.36
017014,022,25.0,1080,Thứ sáu,56,2.24
017878,023,25.0,1080,Thứ sáu,55,2.2
017879,023,25.0,1080,Thứ sáu,57,2.28
017880,023,25.0,1080,Thứ sáu,58,2.32
023336,027,25.0,1080,Thứ sáu,55,2.2
023436,027,25.0,1080,Thứ sáu,53,2.12
024136,028,25.0,1080,Thứ sáu,61,2.44
024236,028,25.0,1080,Thứ sáu,58,2.32
000135,001,25.0,1080,Thứ bảy,57,2.28
000136,001,25.0,1080,Thứ bảy,57,2.28
004384,007,25.0,1080,Thứ bảy,55,2.2
004385,007,25.0,1080,Thứ bảy,63,2.52
005203,008,25.0,1080,Thứ bảy,70,2.8
005204,008,25.0,1080,Thứ bảy,79,3.16
007061,010,25.0,1080,Thứ bảy,65,2.6
007062,010,25.0,1080,Thứ bảy,60,2.4
007964,011,25.0,1080,Thứ bảy,55,2.2
007965,011,25.0,1080,Thứ bảy,56,2.24
008888,012,25.0,1080,Thứ bảy,57,2.28
008889,012,25.0,1080,Thứ bảy,53,2.12
009723,013,25.0,1080,Thứ bảy,63,2.52
009724,013,25.0,1080,Thứ bảy,55,2.2
011657,015,25.0,1080,Thứ bảy,59,2.36
011658,015,25.0,1080,Thứ bảy,68,2.72
012648,016,25.0,1080,Thứ bảy,72,2.88
012649,016,25.0,1080,Thứ bảy,59,2.36
013496,018,25.0,1080,Thứ bảy,48,1.92
